X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
14646719.25,4031825.014,port471,Hofu,Japan,JPN,Asia & Pacific,"Hofu, Japan",34.02251033,131.5737176,709,58,40,176,286,147,Mineral Products,Vehicles & Equipment,Wood & Wood Products,0.02,0.51,JP HOF,de4437f608c54b8e87286804803d9c1c,Japan,481
15344766.67,4444047.384,port472,Himekawa,Japan,JPN,Asia & Pacific,"Himekawa, Japan",37.03543689,137.8443843,542,0,303,214,0,24,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.07,0.18,,87827d7bfd8a41d586c58f6b890d75c0,Japan,482
14657514.17,3826804.719,port480,Hososhima,Japan,JPN,Asia & Pacific,"Hososhima, Japan",32.48242792,131.6706901,519,35,50,254,5,172,Mineral Products,Vegetable Products,Wood & Wood Products,0.13,0.07,,859b775735c243b5ab5809fe80650606,Japan,483
14807599.94,4036882.4,port490,Imabari,Japan,JPN,Asia & Pacific,"Imabari, Japan",34.06015622,133.0189335,511,165,26,220,0,99,Mineral Products,Metals,Chemical & Allied Industries,0.03,0.06,,bd58bbaa3bda4ff4a50608127a9b05c0,Japan,484
15728588.98,5342610.603,port501,Ishikari Bay New Port,Japan,JPN,Asia & Pacific,"Ishikari Bay New Port, Japan",43.20096262,141.2923188,538,125,64,94,0,254,Mineral Products,Metals,Chemical & Allied Industries,0.24,0.15,,c477173c421548b88753203e13bb861d,Japan,485
15726961.02,4638098.016,port502,Ishinomaki,Japan,JPN,Asia & Pacific,"Ishinomaki, Japan",38.41415253,141.2776946,759,3,105,405,0,244,Mineral Products,Wood & Wood Products,Vegetable Products,0.42,0.09,,233b55df35d347a6855ff68aea29bccc,Japan,486
14720551.03,4056192.553,port508,Iwakuni,Japan,JPN,Asia & Pacific,"Iwakuni, Japan",34.20374226,132.2369598,3219,215,134,233,24,2612,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,1.22,0.92,,33f2f7c6855141868e79f0d0418e3bbb,Japan,487
14531921.65,3702143.983,port528,Kagoshima,Japan,JPN,Asia & Pacific,"Kagoshima, Japan",31.53284272,130.5424733,1703,43,259,791,192,416,Mineral Products,Vegetable Products,Wood & Wood Products,0.34,0.07,,b14939cc8ff64657810256f280b97f51,Japan,488
15795096.71,4760099.172,port533,Kamaishi,Japan,JPN,Asia & Pacific,"Kamaishi, Japan",39.26776264,141.8897679,375,44,24,218,0,88,Mineral Products,Wood & Wood Products,Vegetable Products,0.07,0.07,,f752ec44f43c4a6fb8f9635a93213bd1,Japan,489
15207834.83,4385791.206,port537,Kanazawa,Japan,JPN,Asia & Pacific,"Kanazawa, Japan",36.61653903,136.6143047,754,176,81,156,2,338,Mineral Products,Machinery & Electrical Equipment,Metals,0.06,0.11,JP KNZ,18df3c2a15cc460ab7dc6d21c7be6ae4,Japan,490
14582058.84,4004891.795,port538,Kanda Fukuoka,Japan,JPN,Asia & Pacific,"Kanda Fukuoka, Japan",33.82174515,130.9928633,4965,0,2722,1325,886,31,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.28,2.17,,e737e5d25d6f4fb9b623f7f3e057d70f,Japan,491
14466515.7,3958708.607,port545,Karatsu,Japan,JPN,Asia & Pacific,"Karatsu, Japan",33.47638831,129.9549216,318,0,120,62,1,133,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.07,0.04,JP KAR,04205bd36adc4af3b8016488bd73251a,Japan,492
15661530.23,4289146.565,port548,Kashima Ibaraki,Japan,JPN,Asia & Pacific,"Kashima Ibaraki, Japan",35.91656249,140.6899198,5865,50,832,2116,1,2865,Mineral Products,Chemical & Allied Industries,Metals,6.42,3.69,,46e987e39dcb4deca196d1d97fbab567,Japan,493
15556728.58,4232999.103,port555,Kawasaki,Japan,JPN,Asia & Pacific,"Kawasaki, Japan",35.50702517,139.7484705,6546,322,714,1498,366,3645,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",2.19,2.67,,87b9c398e4b844c393989c6928f1cfec,Japan,494
14532598.5,3683236.352,port566,Kiire,Japan,JPN,Asia & Pacific,"Kiire, Japan",31.38796044,130.5485535,330,0,0,0,0,330,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.12,7.95,JP KII,752a57b10c8145689c3ed42aeddf5053,Japan,495
14790143.67,4036009.431,port567,Kikuma,Japan,JPN,Asia & Pacific,"Kikuma, Japan",34.05365926,132.8621211,1179,0,0,0,0,1179,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.36,0.56,,542e46f69c7e459194e3f2e15ffd4666,Japan,496
15245586.82,4146755.086,port575,Kinuura,Japan,JPN,Asia & Pacific,"Kinuura, Japan",34.87387974,136.9534366,1540,0,480,811,71,176,Mineral Products,Vegetable Products,Wood & Wood Products,1.87,0.36,,675b24651a0c44bb993a2661ef7124a4,Japan,497
15570046.54,4212778.397,port578,Kisarazu,Japan,JPN,Asia & Pacific,"Kisarazu, Japan",35.35902147,139.8681078,2445,0,636,1473,87,247,Mineral Products,Metals,Chemical & Allied Industries,4.56,1.91,,85ecd33b9d534f678cc62d64e083b4bb,Japan,498
15053659.83,4119523.331,port581,Kobe,Japan,JPN,Asia & Pacific,"Kobe, Japan",34.67293989,135.2293271,8771,3763,655,2106,475,1770,Mineral Products,Vegetable Products,Wood & Wood Products,2.49,5.28,JP UKB,82606f7e3e634f528cecce1287dd24ce,Japan,499
14868953.56,3965351.357,port584,Kochi,Japan,JPN,Asia & Pacific,"Kochi, Japan",33.52614791,133.5700824,740,47,346,178,0,168,Mineral Products,Prepared Foodstuffs & Beverages,Machinery & Electrical Equipment,0.07,0.11,,ac0e02204a20481bb345c4e248ece660,Japan,500
14983778.83,4035344.841,port589,Komatsushima,Japan,JPN,Asia & Pacific,"Komatsushima, Japan",34.04871279,134.6015754,718,93,175,248,0,200,Mineral Products,Wood & Wood Products,Vegetable Products,0.2,0.05,JP KOM,9ac22ff162bb44d2a6d8699bea9c6d70,Japan,501
14679512.2,4028547.507,port605,Kudamatsu,Japan,JPN,Asia & Pacific,"Kudamatsu, Japan",33.99810448,131.8683017,522,1,44,413,1,61,Mineral Products,Vegetable Products,Metals,0.38,0.02,JP KUD,9929d142d6654fc89508d076533a77a6,Japan,502
14757092.75,4059334.781,port610,Kure Hiroshima,Japan,JPN,Asia & Pacific,"Kure Hiroshima, Japan",34.22708409,132.5652197,1189,19,115,973,0,81,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.62,0.42,,4d4ed79381764fcaa6aea7045dccf950,Japan,503
16069115.1,5310532.195,port611,Kushiro,Japan,JPN,Asia & Pacific,"Kushiro, Japan",42.99054096,144.351317,1524,99,137,553,235,499,Mineral Products,Vegetable Products,Wood & Wood Products,0.5,0.1,,bf88220a8bd7485f8d730275e2b07d36,Japan,504
15067618.72,4228609.748,port682,Maizuru,Japan,JPN,Asia & Pacific,"Maizuru, Japan",35.47492079,135.3547219,516,68,198,156,22,70,Vegetable Products,Mineral Products,Wood & Wood Products,0.67,0.15,,ba51b688e9724fb9b903a41fde7cf30e,Japan,505
14890269.89,4067708.982,port714,Marugame,Japan,JPN,Asia & Pacific,"Marugame, Japan",34.28925968,133.7615703,1450,13,112,153,3,1166,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.09,0.28,,c33845cab8e143b5b46b43ca946b6e57,Japan,506
15200715.08,4116311.375,port719,Matsusaka,Japan,JPN,Asia & Pacific,"Matsusaka, Japan",34.64920701,136.5503469,420,6,88,157,0,167,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,0.08,0.39,JP MSA,74cdc21545084b02abbbc4f7f5072b24,Japan,507
14771996.2,4004487.542,port720,Matsuyama,Japan,JPN,Asia & Pacific,"Matsuyama, Japan",33.81872817,132.6990996,1773,185,241,132,1,1213,Mineral Products,Machinery & Electrical Equipment,Chemical & Allied Industries,0.1,0.17,JP MYJ,c00df6edbdd24f8499020691327b0a9e,Japan,508
15283154.11,4128071.674,port738,Mikawa,Japan,JPN,Asia & Pacific,"Mikawa, Japan",34.73606977,137.2909093,2075,84,255,1098,557,78,Mineral Products,Vehicles & Equipment,Metals,0.33,1.87,JP MKW,aabb405fd8364c0b9c5de500938c4743,Japan,509
14867291.67,4029600.964,port749,Mishima Kawanoe,Japan,JPN,Asia & Pacific,"Mishima Kawanoe, Japan",34.00594978,133.5551534,1180,244,131,716,3,84,Wood & Wood Products,Mineral Products,Vegetable Products,0.83,0.12,,3a8e6943375a4748bb761706f7dca73a,Japan,510
14886120.14,4096184.225,port752,Mizushima,Japan,JPN,Asia & Pacific,"Mizushima, Japan",34.50033451,133.7242924,11439,554,1049,3022,310,6502,Mineral Products,Metals,Chemical & Allied Industries,6.25,5.25,,dd434544df474a5b804469f755f791e0,Japan,511
15692924.67,5212964.668,port780,Muroran,Japan,JPN,Asia & Pacific,"Muroran, Japan",42.34609537,140.9719408,1670,36,310,752,1,570,Mineral Products,Metals,Wood & Wood Products,1.01,0.54,,5cf420d130a1486ebb2e2374656727df,Japan,512
14453800.83,3857463.307,port785,Nagasaki,Japan,JPN,Asia & Pacific,"Nagasaki, Japan",32.71445214,129.840702,735,42,163,245,0,284,Mineral Products,Chemical & Allied Industries,Metals,0.04,0.17,JP NGS,225ea224ab544c7f8531370d7aa332e8,Japan,513
15234081.04,4168799.687,port786,Nagoya Aichi,Japan,JPN,Asia & Pacific,"Nagoya Aichi, Japan",35.03618543,136.8500784,13919,3551,1298,3675,1823,3571,Mineral Products,Metals,Wood & Wood Products,5.09,7.7,,2eba500a66ec4a67875e7c0e4348f343,Japan,514
15248590.61,4446835.512,port790,Nanao,Japan,JPN,Asia & Pacific,"Nanao, Japan",37.0554277,136.9804201,253,1,131,109,0,11,Wood & Wood Products,Vegetable Products,Mineral Products,0.42,0.05,,b826db507b6d4e08b772453e415b4255,Japan,515
15391664.09,4466306.517,port793,Naoetsu,Japan,JPN,Asia & Pacific,"Naoetsu, Japan",37.1948875,138.265671,354,56,24,110,1,162,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.27,0.1,,9dd536f556394614836e089878c1df8b,Japan,516
15492337.2,4574569.614,port822,Niigata,Japan,JPN,Asia & Pacific,"Niigata, Japan",37.96561578,139.1700329,1851,360,228,349,0,913,Mineral Products,Wood & Wood Products,Vegetable Products,0.98,0.31,,8204588236d44ddda54f915191f62dde,Japan,517
14829818.97,4022849.294,port823,Niihama,Japan,JPN,Asia & Pacific,"Niihama, Japan",33.95565623,133.2185304,2491,9,190,1116,0,1175,Mineral Products,Chemical & Allied Industries,Metals,0.66,1.46,JP IHA,c821d8f3b54a47faa6bd14af9afff06d,Japan,518
15584365.71,4895793.577,port829,Noshiro,Japan,JPN,Asia & Pacific,"Noshiro, Japan",40.20511241,139.9967391,174,0,118,56,0,0,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,0.68,0.09,,ede2844cc0514761b4bd4dfdc612ace2,Japan,519
15777216.22,4730724.331,port844,Ofunato,Japan,JPN,Asia & Pacific,"Ofunato, Japan",39.06317108,141.7291447,409,33,219,136,0,19,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,0.09,0.03,,e3228fd61ffd4648a30a2eb64df6280b,Japan,520
14659197.59,3929763.133,port846,Oita,Japan,JPN,Asia & Pacific,"Oita, Japan",33.25922967,131.6858125,6381,205,612,2147,55,3360,Mineral Products,Chemical & Allied Industries,Metals,6.1,3.75,,4820117337e64e2cb61bed01609e48ab,Japan,521
15683082.16,4430180.965,port850,Onahama,Japan,JPN,Asia & Pacific,"Onahama, Japan",36.93593683,140.8835241,1500,107,552,306,0,533,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,1.32,0.59,,5e934fd29d9843bc9032ae6d5aeeacd2,Japan,522
14601604.57,4025440.06,port852,Onoda,Japan,JPN,Asia & Pacific,"Onoda, Japan",33.9749585,131.1684456,495,0,17,310,0,168,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0,0.04,,142cbdcbcafa438b84fa80f6666b7420,Japan,523
14830079.11,4084716.791,port853,OnomichiItozaki,Japan,JPN,Asia & Pacific,"OnomichiItozaki, Japan",34.41539534,133.2208673,534,12,66,209,6,240,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,0.05,0.12,,658753a89bc242d59e1e21703814328e,Japan,524
15076001.55,4115732.712,port862,Osaka,Japan,JPN,Asia & Pacific,"Osaka, Japan",34.6449306,135.4300262,7192,3202,696,2484,216,593,Mineral Products,Metals,Wood & Wood Products,2.1,1.33,JP OSA,8cbadfcaed394ad6975364df125a5743,Japan,525
15697400.24,5342600.906,port866,Otaru,Japan,JPN,Asia & Pacific,"Otaru, Japan",43.20089912,141.0121456,315,41,44,121,1,105,Mineral Products,Vegetable Products,Wood & Wood Products,0.04,0.03,,f68b92ea1ee1460880288c45d71d79e1,Japan,526
15767311.57,5459060.888,port1116,Rumoi,Japan,JPN,Asia & Pacific,"Rumoi, Japan",43.95875013,141.6401697,163,0,40,45,0,77,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.04,0,,b9c7fa07a3974d34bf48e877505d82e6,Japan,527
14680280.44,3929155.592,port1119,Saganoseki,Japan,JPN,Asia & Pacific,"Saganoseki, Japan",33.25466589,131.8752029,494,0,112,231,0,150,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.24,0.93,,7a712847f5e74c4d9aba68ec9f739804,Japan,528
14831387.1,4236515.267,port1127,Sakai,Japan,JPN,Asia & Pacific,"Sakai, Japan",35.53273365,133.2326172,594,135,155,174,0,129,Wood & Wood Products,Vegetable Products,Machinery & Electrical Equipment,0.25,0.13,,59de0f5e318c4652865541e49b35ccd8,Japan,529
15075150.55,4103954.564,port1128,Sakaisenboku,Japan,JPN,Asia & Pacific,"Sakaisenboku, Japan",34.5578402,135.4223815,7771,82,469,2475,377,4365,Mineral Products,Chemical & Allied Industries,Metals,2.65,1.76,,20019011276849fe9c7971c688d7d133,Japan,530
14900070.67,4074608.429,port1129,Sakaide,Japan,JPN,Asia & Pacific,"Sakaide, Japan",34.34045119,133.8496122,2583,0,229,791,41,1520,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.74,0.71,,757c5c5e8d29467e8e09b821c0b4f5ee,Japan,531
